,CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL,IDENTIFIER,
574,04-08-0005-46,04-019,CHIMALTENANGO,SAN MIGUEL POCHUTA,INSTITUTO_MUNICIPAL_DE_DIVERSIFICADO_POCHUTA_CENTENARIO,SAN MIGUEL POCHUTA,30244440,ROSA MARISOL JUAREZ GRAMAJO,MARÍA DEL CARMEN ACUTA CHACÓN,DIVERSIFICADO,MUNICIPAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIOREGULAR,CHIMALTENANGO,INSTITUTO_MUNICIPAL_DE_DIVERSIFICADO_POCHUTA_CENTENARIO | ABIERTA | DIARIOREGULAR | MONOLINGUE | VESPERTINA | CHIMALTENANGO,
4723,22-09-0007-46,22-019,JUTIAPA,EL ADELANTO,INSTITUTO_MUNICIPAL_DE_DIVERSIFICADO_PROFESOR_WILLIAM_FRANCISCO_CORADO_QUINONEZ,BARRIO EL CENTRO,53350110,ARTURO CARDONA CHINCHILLA,HEIDI MILENA CORADO VALENZUELA,DIVERSIFICADO,MUNICIPAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIOREGULAR,JUTIAPA,INSTITUTO_MUNICIPAL_DE_DIVERSIFICADO_PROFESOR_WILLIAM_FRANCISCO_CORADO_QUINONEZ | ABIERTA | DIARIOREGULAR | MONOLINGUE | VESPERTINA | JUTIAPA,
4551,21-06-0036-46,21-016,JALAPA,MONJAS,INSTITUTO_MUNICIPAL_DE_EDUCACION,BARRIO LA REFORMA,31013972,IRIS VICTORIA TEO ORELLANA,ODBIN ROLANDO CASTRO MOLINA,DIVERSIFICADO,MUNICIPAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN_DE_SEMANA,JALAPA,INSTITUTO_MUNICIPAL_DE_EDUCACION | ABIERTA | FIN_DE_SEMANA | MONOLINGUE | DOBLE | JALAPA,
2514,05-07-0048-46,05-012,ESCUINTLA,LA GOMERA,INSTITUTO_MUNICIPAL_DE_EDUCACION_BASICA_POR_MADUREZ_Y_DIVERSIFICADO,ESCUELA OFICIAL RURAL MIXTA DE ALDEA CEIBA AMELIA,51243729,EUFRACIA JURADO MENDOZA,ENMA ELIZABETH GONZALEZ FAJARDO,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN_DE_SEMANA,ESCUINTLA,INSTITUTO_MUNICIPAL_DE_EDUCACION_BASICA_POR_MADUREZ_Y_DIVERSIFICADO | ABIERTA | FIN_DE_SEMANA | MONOLINGUE | DOBLE | ESCUINTLA,
2515,05-07-0049-46,05-012,ESCUINTLA,LA GOMERA,INSTITUTO_MUNICIPAL_DE_EDUCACION_BASICA_POR_MADUREZ_Y_DIVERSIFICADO,ESCUELA OFICIAL RURAL MIXTA DE ALDEA CEIBA AMELIA,51243729,EUFRACIA JURADO MENDOZA,ENMA ELIZABETH GONZALEZ FAJARDO,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN_DE_SEMANA,ESCUINTLA,INSTITUTO_MUNICIPAL_DE_EDUCACION_BASICA_POR_MADUREZ_Y_DIVERSIFICADO | ABIERTA | FIN_DE_SEMANA | MONOLINGUE | DOBLE | ESCUINTLA,
2372,05-02-0106-46,05-007,ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,INSTITUTO_MUNICIPAL_DE_EDUCACION_BASICA_Y_BACHILLERATO_EN_CIENCIAS_Y_LETRAS_POR_MADUREZ,5TA. CALLE 5-251 CALZADA 15 DE SEPTIEMBRE,78821827,JUAN FRANCISCO GODOY DAVILA,JORGE LIONEL SOLARES MORALES,DIVERSIFICADO,MUNICIPAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN_DE_SEMANA,ESCUINTLA,INSTITUTO_MUNICIPAL_DE_EDUCACION_BASICA_Y_BACHILLERATO_EN_CIENCIAS_Y_LETRAS_POR_MADUREZ | ABIERTA | FIN_DE_SEMANA | MONOLINGUE | DOBLE | ESCUINTLA,
,,,,,,,,,,,,,,,,,,,
6237,03-16-0006-46,03-013,SACATEPEQUEZ,SANTA CATARINA BARAHONA,INSTITUTO_MUNICIPAL_DE_EDUCACION_BASICA_Y_BACHILLERATO_EN_CIENCIAS_Y_LETRAS_POR_MADUREZ,CALLE PRINCIPAL,45707357,MARTHA JOHANNA JIMENEZ GONZALEZ,OSCAR HUMBERTO HERNÁNDEZ LÁZARO,DIVERSIFICADO,MUNICIPAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN_DE_SEMANA,SACATEPÉQUEZ,INSTITUTO_MUNICIPAL_DE_EDUCACION_BASICA_Y_BACHILLERATO_EN_CIENCIAS_Y_LETRAS_POR_MADUREZ | ABIERTA | FIN_DE_SEMANA | MONOLINGUE | DOBLE | SACATEPEQUEZ,
6236,03-16-0005-46,03-008,SACATEPEQUEZ,SANTA CATARINA BARAHONA,INSTITUTO_MUNICIPAL_DE_EDUCACION_BASICA_Y_BACHILLERATO_EN_CIENCIAS_Y_LETRAS_POR_MADUREZ,CALLE PRINCIPAL,42645553,JUAN DEMETRIO SICAJOL PEREZ,OSCAR HUMBERTO HERNÁNDEZ LÁZARO,DIVERSIFICADO,MUNICIPAL,URBANA,CERRADA_TEMPORALMENTE,MONOLINGUE,NOCTURNA,DIARIOREGULAR,SACATEPÉQUEZ,INSTITUTO_MUNICIPAL_DE_EDUCACION_BASICA_Y_BACHILLERATO_EN_CIENCIAS_Y_LETRAS_POR_MADUREZ | CERRADA_TEMPORALMENTE | DIARIOREGULAR | MONOLINGUE | NOCTURNA | SACATEPEQUEZ,
2354,05-02-0067-46,05-007,ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,INSTITUTO_MUNICIPAL_DE_EDUCACION_BASICA_Y_BACHILLERATO_POR_MADUREZ,CALZADA 15 DE SEPTIEMBRE,78821827,JUAN FRANCISCO GODOY DAVILA,JOSÉ LUIS QUIÑONEZ SOLÓRZANO,DIVERSIFICADO,MUNICIPAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN_DE_SEMANA,ESCUINTLA,INSTITUTO_MUNICIPAL_DE_EDUCACION_BASICA_Y_BACHILLERATO_POR_MADUREZ | ABIERTA | FIN_DE_SEMANA | MONOLINGUE | DOBLE | ESCUINTLA,
2424,05-03-0011-46,05-023,ESCUINTLA,LA DEMOCRACIA,INSTITUTO_MUNICIPAL_DE_EDUCACION_BASICA_Y_BACHILLERATO_POR_MADUREZ,FRENTE COLONIA LA CAMPIÑA,78803015,KARLA MARISOL MARTINEZ AVILA DE MELGAR,ROSA MARLENY FOLGAR SANDOVAL,DIVERSIFICADO,MUNICIPAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN_DE_SEMANA,ESCUINTLA,INSTITUTO_MUNICIPAL_DE_EDUCACION_BASICA_Y_BACHILLERATO_POR_MADUREZ | ABIERTA | FIN_DE_SEMANA | MONOLINGUE | DOBLE | ESCUINTLA,
6238,03-16-1315-46,03-013,SACATEPEQUEZ,SANTA CATARINA BARAHONA,INSTITUTO_MUNICIPAL_DE_EDUCACION_BASICA_Y_BACHILLERATO_POR_MADUREZ,CALLE PRINCIPAL,45707357,MARTHA JOHANNA JIMENEZ GONZALEZ,OSCAR HUMBERTO HERNÁNDEZ LÁZARO,DIVERSIFICADO,MUNICIPAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN_DE_SEMANA,SACATEPÉQUEZ,INSTITUTO_MUNICIPAL_DE_EDUCACION_BASICA_Y_BACHILLERATO_POR_MADUREZ | ABIERTA | FIN_DE_SEMANA | MONOLINGUE | DOBLE | SACATEPEQUEZ,
2431,05-03-2930-46,05-023,ESCUINTLA,LA DEMOCRACIA,INSTITUTO_MUNICIPAL_DE_EDUCACION_BASICA_Y_BACHILLERATO_POR_MADUREZ,FRENTE COLONIA LA CAMPIÑA,78803015,KARLA MARISOL MARTINEZ AVILA DE MELGAR,ANA VANESSA ARGUETA MOLINA,DIVERSIFICADO,MUNICIPAL,URBANA,CERRADA_TEMPORALMENTE,MONOLINGUE,DOBLE,FIN_DE_SEMANA,ESCUINTLA,INSTITUTO_MUNICIPAL_DE_EDUCACION_BASICA_Y_BACHILLERATO_POR_MADUREZ | CERRADA_TEMPORALMENTE | FIN_DE_SEMANA | MONOLINGUE | DOBLE | ESCUINTLA,
,,,,,,,,,,,,,,,,,,,
5620,14-11-0045-46,14-015,QUICHE,SAN JUAN COTZAL,INSTITUTO_MUNICIPAL_DE_EDUCACION_BASICA_Y_BACHILLERATO_POR_MADUREZ_SAN_JUAN,CANTÓN TUCORAL,57259956,BAYRON ROLANDO VILLATORO NORIEGA,TOMAS CHAMAY AGUILAR,DIVERSIFICADO,MUNICIPAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN_DE_SEMANA,QUICHÉ,INSTITUTO_MUNICIPAL_DE_EDUCACION_BASICA_Y_BACHILLERATO_POR_MADUREZ_SAN_JUAN | ABIERTA | FIN_DE_SEMANA | MONOLINGUE | DOBLE | QUICHE,
2172,02-06-0696-46,02-016,EL_PROGRESO,SANSARE,INSTITUTO_MUNICIPAL_DE_EDUCACION_BASICA_Y_BACHILLERATO_POR_MADUREZ_SANSARE,SALIDA A BUENA VISTA,50135758,ENMA TERESA MARROQUIN,ARISITIDES CABRERA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN_DE_SEMANA,EL PROGRESO,INSTITUTO_MUNICIPAL_DE_EDUCACION_BASICA_Y_BACHILLERATO_POR_MADUREZ_SANSARE | ABIERTA | FIN_DE_SEMANA | MONOLINGUE | DOBLE | EL_PROGRESO,
2448,05-05-0027-46,05-013,ESCUINTLA,MASAGUA,INSTITUTO_MUNICIPAL_DE_EDUCACION_BASICA_Y_DIVERSIFICADA,ALDEA CUYUTA KM. 83 LOTE 2B ANTIGUA CARRETERA PUERTO SAN JOSE,49410786,PAULINA VICENTE LOBO,MAYRA JESSENIA VILLAGRAN OVANDO,DIVERSIFICADO,MUNICIPAL,RURAL,CERRADA_TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIOREGULAR,ESCUINTLA,INSTITUTO_MUNICIPAL_DE_EDUCACION_BASICA_Y_DIVERSIFICADA | CERRADA_TEMPORALMENTE | DIARIOREGULAR | MONOLINGUE | VESPERTINA | ESCUINTLA,
4370,18-04-0154-46,18-033,IZABAL,MORALES,INSTITUTO_MUNICIPAL_DE_EDUCACION_BASICA_Y_DIVERSIFICADA,BARRIO LAS FLORES,46053272,ORVIN RODIMIR GALVEZ MONROY,MAYNOR ANIBAL CASTRO PAIZ,DIVERSIFICADO,MUNICIPAL,RURAL,CERRADA_TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIOREGULAR,IZABAL,INSTITUTO_MUNICIPAL_DE_EDUCACION_BASICA_Y_DIVERSIFICADA | CERRADA_TEMPORALMENTE | DIARIOREGULAR | MONOLINGUE | VESPERTINA | IZABAL,
2427,05-03-0024-46,05-023,ESCUINTLA,LA DEMOCRACIA,INSTITUTO_MUNICIPAL_DE_EDUCACION_BASICA_Y_DIVERSIFICADO,2A AVENIDA Y 2A CALLE LOTE NO. 02 ZONA 0 DE ALDEA EL PILAR,58513440,KARLA MARISOL MARTINEZ AVILA DE MELGAR,CARLOS ROBERTO TÁNCHEZ CASTAÑEDA,DIVERSIFICADO,MUNICIPAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIOREGULAR,ESCUINTLA,INSTITUTO_MUNICIPAL_DE_EDUCACION_BASICA_Y_DIVERSIFICADO | ABIERTA | DIARIOREGULAR | MONOLINGUE | VESPERTINA | ESCUINTLA,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
2621,05-13-0064-46,05-019,ESCUINTLA,NUEVA CONCEPCION,INSTITUTO_MUNICIPAL_DE_EDUCACION_DIVERISFICADA,ALDEA TECOJATE SECTOR UNO,42172147,JAIME ANTULIO ESTRADA SOTO,JORGE MARIO VAIDES PINEDA,DIVERSIFICADO,MUNICIPAL,RURAL,CERRADA_TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIOREGULAR,ESCUINTLA,INSTITUTO_MUNICIPAL_DE_EDUCACION_DIVERISFICADA | CERRADA_TEMPORALMENTE | DIARIOREGULAR | MONOLINGUE | VESPERTINA | ESCUINTLA,
2165,02-06-0013-46,02-020,EL_PROGRESO,SANSARE,INSTITUTO_MUNICIPAL_DE_EDUCACION_DIVERSIFICADA,ALDEA LOS CERRITOS,42329759,HUGO ROLANDO LIMA JUAREZ,GUENDY VANESA MORALES GONZALEZ,DIVERSIFICADO,MUNICIPAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIOREGULAR,EL PROGRESO,INSTITUTO_MUNICIPAL_DE_EDUCACION_DIVERSIFICADA | ABIERTA | DIARIOREGULAR | MONOLINGUE | MATUTINA | EL_PROGRESO,
5990,03-01-0119-46,03-010,SACATEPEQUEZ,ANTIGUA GUATEMALA,INSTITUTO_MUNICIPAL_DE_EDUCACION_DIVERSIFICADA,2DA. CALLE ORIENTE NO. 1 ALDEA SAN JUAN DEL OBISPO,44535470,ZOILA ESTHELA JONFE OROZCO,SHIRLEY BETZABE FAREL BAL DE REQUENA,DIVERSIFICADO,MUNICIPAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIOREGULAR,SACATEPÉQUEZ,INSTITUTO_MUNICIPAL_DE_EDUCACION_DIVERSIFICADA | ABIERTA | DIARIOREGULAR | MONOLINGUE | MATUTINA | SACATEPEQUEZ,
2141,02-03-0128-46,02-005,EL_PROGRESO,SAN AGUSTIN ACASAGUASTLAN,INSTITUTO_MUNICIPAL_DE_EDUCACION_DIVERSIFICADA,ALDEA TULUMAJILLO,30440303,DARVIN LESSER FLORES MORALES,ROGELIO ANTONIO SALVATIERRA OLIVA,DIVERSIFICADO,MUNICIPAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIOREGULAR,EL PROGRESO,INSTITUTO_MUNICIPAL_DE_EDUCACION_DIVERSIFICADA | ABIERTA | DIARIOREGULAR | MONOLINGUE | VESPERTINA | EL_PROGRESO,
2350,05-02-0052-46,05-007,ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,INSTITUTO_MUNICIPAL_DE_EDUCACION_DIVERSIFICADA,5A CALLE 2-251 CALZADA 15 DE SEPTIEMBRE,30251214,JUAN FRANCISCO GODOY DAVILA,JULIO FERNANDO MARTÍNEZ MEJÍA,DIVERSIFICADO,MUNICIPAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIOREGULAR,ESCUINTLA,INSTITUTO_MUNICIPAL_DE_EDUCACION_DIVERSIFICADA | ABIERTA | DIARIOREGULAR | MONOLINGUE | VESPERTINA | ESCUINTLA,
,,,,,,,,,,,,,,,,,,,
4534,21-03-0032-46,21-012,JALAPA,SAN LUIS JILOTEPEQUE,INSTITUTO_MUNICIPAL_DE_EDUCACION_DIVERSIFICADA,ALDEA EL CAMARÓN,32156348,NATIVIDAD DE JESUS GREGORIO MARTINEZ,HEBER ARMANDO DAMIÁN LÓPEZ,DIVERSIFICADO,MUNICIPAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIOREGULAR,JALAPA,INSTITUTO_MUNICIPAL_DE_EDUCACION_DIVERSIFICADA | ABIERTA | DIARIOREGULAR | MONOLINGUE | VESPERTINA | JALAPA,
738,20-07-2085-46,20-014,CHIQUIMULA,ESQUIPULAS,INSTITUTO_MUNICIPAL_DE_EDUCACION_DIVERSIFICADA,ALDEA CHANMAGUA,NA,ELDER RENE FERNANDEZ FLORES,NA,DIVERSIFICADO,MUNICIPAL,RURAL,CERRADA_TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIOREGULAR,CHIQUIMULA,INSTITUTO_MUNICIPAL_DE_EDUCACION_DIVERSIFICADA | CERRADA_TEMPORALMENTE | DIARIOREGULAR | MONOLINGUE | VESPERTINA | CHIQUIMULA,
2413,05-02-2859-46,05-010,ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,INSTITUTO_MUNICIPAL_DE_EDUCACION_DIVERSIFICADA,ALDEA LAS PLAYAS,NA,HECTOR MANCILLA ORTIZ,NA,DIVERSIFICADO,MUNICIPAL,RURAL,CERRADA_TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIOREGULAR,ESCUINTLA,INSTITUTO_MUNICIPAL_DE_EDUCACION_DIVERSIFICADA | CERRADA_TEMPORALMENTE | DIARIOREGULAR | MONOLINGUE | VESPERTINA | ESCUINTLA,
"2513,05-07-0046-46,05-012,ESCUINTLA,LA GOMERA,INSTITUTO_MUNICIPAL_DE_EDUCACION_DIVERSIFICADA,""2 CALLE """"A"""" BARRIO CHIPILPA LA GOMERA"",46313320,EUFRACIA JURADO MENDOZA,SUSANA ISABEL JIMÉNEZ PÉREZ,DIVERSIFICADO,MUNICIPAL,RURAL,CERRADA_TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIOREGULAR,ESCUINTLA,INSTITUTO_MUNICIPAL_DE_EDUCACION_DIVERSIFICADA | CERRADA_TEMPORALMENTE | DIARIOREGULAR | MONOLINGUE | VESPERTINA | ESCUINTLA,",,,,,,,,,,,,,,,,,,,
"5674,14-19-0081-46,14-050,QUICHE,CHICAMAN,INSTITUTO_MUNICIPAL_DE_EDUCACION_DIVERSIFICADA_BELEJU,""BARRIO SAN SEBASTIÁN, ALDEA BELEJÚ"",31539594,FRANCISCO ICAL JOM,RICARDO MORÁN VIN,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIOREGULAR,QUICHÉ,INSTITUTO_MUNICIPAL_DE_EDUCACION_DIVERSIFICADA_BELEJU | ABIERTA | DIARIOREGULAR | MONOLINGUE | VESPERTINA | QUICHE,",,,,,,,,,,,,,,,,,,,
4152,13-27-0053-46,13-049,HUEHUETENANGO,AGUACATAN,INSTITUTO_MUNICIPAL_DE_EDUCACION_DIVERSIFICADA_CLIMENTORO,ALDEA CLIMENTORO,45351827,ILIANA ARGENTINA VILLATORO FUNES DE AGUSTIN,MANUEL IXCOY GARCIA,DIVERSIFICADO,MUNICIPAL,RURAL,CERRADA_TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIOREGULAR,HUEHUETENANGO,INSTITUTO_MUNICIPAL_DE_EDUCACION_DIVERSIFICADA_CLIMENTORO | CERRADA_TEMPORALMENTE | DIARIOREGULAR | MONOLINGUE | VESPERTINA | HUEHUETENANGO,
717,20-07-0061-46,20-015,CHIQUIMULA,ESQUIPULAS,INSTITUTO_MUNICIPAL_DE_EDUCACION_DIVERSIFICADA_DE_ESQUIPULAS,6A. AVENIDA FINAL 3A. CALLE ZONA 1,79431962,ANGEL FRANCISCO ESPINA MONROY,,DIVERSIFICADO,MUNICIPAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIOREGULAR,CHIQUIMULA,INSTITUTO_MUNICIPAL_DE_EDUCACION_DIVERSIFICADA_DE_ESQUIPULAS | ABIERTA | DIARIOREGULAR | MONOLINGUE | VESPERTINA | CHIQUIMULA,
2157,02-05-0017-46,02-019,EL_PROGRESO,EL JICARO,INSTITUTO_MUNICIPAL_DE_EDUCACION_DIVERSIFICADA_EL_JICARO,BARRIO BUENOS AIRES,56021342,ALBA LETICIA SALVATIERRA PAIZ,ROSMERY PEREZ ALDANA,DIVERSIFICADO,MUNICIPAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIOREGULAR,EL PROGRESO,INSTITUTO_MUNICIPAL_DE_EDUCACION_DIVERSIFICADA_EL_JICARO | ABIERTA | DIARIOREGULAR | MONOLINGUE | MATUTINA | EL_PROGRESO,
2201,02-08-0021-46,02-008,EL_PROGRESO,SAN ANTONIO LA PAZ,INSTITUTO_MUNICIPAL_DE_EDUCACION_DIVERSIFICADA_JOSE_INES_CACERES,ALDEA AGUA CALIENTE,40120019,LUIS FERNANDO PALMA GRAMAJO,ADRIANA GODINEZ NORIEGA,DIVERSIFICADO,MUNICIPAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIOREGULAR,EL PROGRESO,INSTITUTO_MUNICIPAL_DE_EDUCACION_DIVERSIFICADA_JOSE_INES_CACERES | ABIERTA | DIARIOREGULAR | MONOLINGUE | VESPERTINA | EL_PROGRESO,
3937,13-03-0064-46,13-010,HUEHUETENANGO,MALACATANCITO,INSTITUTO_MUNICIPAL_DE_EDUCACION_DIVERSIFICADA_NOCTURNA,BARRIO SAN JOAQUÍN,50073799,JULIO ESCOBEDO DEL VALLE,SERGIO ADEMAR AVILA MOLINA,DIVERSIFICADO,MUNICIPAL,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,DIARIOREGULAR,HUEHUETENANGO,INSTITUTO_MUNICIPAL_DE_EDUCACION_DIVERSIFICADA_NOCTURNA | ABIERTA | DIARIOREGULAR | MONOLINGUE | NOCTURNA | HUEHUETENANGO,
4996,17-07-3887-46,17-011,PETEN,SANTA ANA,INSTITUTO_MUNICIPAL_DE_EDUCACION_DIVERSIFICADA_SENOR_CARLOS_HUMBERTO_GARRIDO_CATALAN,BARRIO EL CENTRO SANTA ANA,45244882,ALVARO ISMAEL GUZMAN PACHECO,LUIS ALBERTO ROCA ALVAREZ,DIVERSIFICADO,MUNICIPAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIOREGULAR,PETÉN,INSTITUTO_MUNICIPAL_DE_EDUCACION_DIVERSIFICADA_SENOR_CARLOS_HUMBERTO_GARRIDO_CATALAN | ABIERTA | DIARIOREGULAR | MONOLINGUE | MATUTINA | PETEN,
4722,22-08-2114-46,22-036,JUTIAPA,JEREZ,INSTITUTO_MUNICIPAL_DE_EDUCACION_MEDIA,CABECERA MUNICIPAL,42616549,ALEX AMILCAR GARCIA JERONIMO,ESTRELLA SOLEDAD CORADO GARCIA,DIVERSIFICADO,MUNICIPAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIOREGULAR,JUTIAPA,INSTITUTO_MUNICIPAL_DE_EDUCACION_MEDIA | ABIERTA | DIARIOREGULAR | MONOLINGUE | VESPERTINA | JUTIAPA,
5115,17-13-0107-46,17-026,PETEN,LAS CRUCES,INSTITUTO_MUNICIPAL_DE_EDUCACION_MEDIA,ZONA 1,31886700,DOMINGA GARCIA RAYMUNDO,GLENDA YULIZA VALENZUELA MARTINEZ,DIVERSIFICADO,MUNICIPAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIOREGULAR,PETÉN,INSTITUTO_MUNICIPAL_DE_EDUCACION_MEDIA | ABIERTA | DIARIOREGULAR | MONOLINGUE | VESPERTINA | PETEN,
,,,,,,,,,,,,,,,,,,,
5116,17-13-0108-46,17-044,PETEN,LAS CRUCES,INSTITUTO_MUNICIPAL_DE_EDUCACION_MEDIA,ZONA 1,58082806,MARIO ZELAYA DARDON,JUAN CARLOS MONZON LUTIN,DIVERSIFICADO,MUNICIPAL,RURAL,CERRADA_TEMPORALMENTE,MONOLINGUE,DOBLE,FIN_DE_SEMANA,PETÉN,INSTITUTO_MUNICIPAL_DE_EDUCACION_MEDIA | CERRADA_TEMPORALMENTE | FIN_DE_SEMANA | MONOLINGUE | DOBLE | PETEN,
7202,10-17-0039-46,10-011,SUCHITEPEQUEZ,SANTO TOMAS LA UNION,INSTITUTO_MUNICIPAL_DE_EDUCACION_MEDIA_IMEM,CANTON MAZÁ,78728718,CATARINA POZ SOP DE AJU,FRANCISCO HUMBERTO VÁSQUEZ HUITZ,DIVERSIFICADO,MUNICIPAL,RURAL,ABIERTA,MONOLINGUE,DOBLE,DIARIOREGULAR,SUCHITEPÉQUEZ,INSTITUTO_MUNICIPAL_DE_EDUCACION_MEDIA_IMEM | ABIERTA | DIARIOREGULAR | MONOLINGUE | DOBLE | SUCHITEPEQUEZ,
,,,,,,,,,,,,,,,,,,,
"5933,11-07-0033-46,11-014,RETALHULEU,CHAMPERICO,INSTITUTO_MUNICIPAL_DE_EDUCACION_MEDIA_Y_BACHILLERATO_POR_MADUREZ,""AVENIDA MAZATENANGO, BARRIO EL CENTRO"",46042568,JULIO CÉSAR HERRERA ROLDÁN,BAGLIA GUISELA RAMÍREZ DE LEÓN,DIVERSIFICADO,MUNICIPAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,DOMINICAL,RETALHULEU,INSTITUTO_MUNICIPAL_DE_EDUCACION_MEDIA_Y_BACHILLERATO_POR_MADUREZ | ABIERTA | DOMINICAL | MONOLINGUE | DOBLE | RETALHULEU,",,,,,,,,,,,,,,,,,,,
5885,11-04-0012-46,11-017,RETALHULEU,SAN MARTIN ZAPOTITLAN,INSTITUTO_MUNICIPAL_DE_EDUCACION_MEDIA_Y_BACHILLERATO_POR_MADUREZ,SAN MARTIN ZAPOTITLAN,59605721,MIGUEL ANGEL ARMAS ROCHA,HÉCTOR ANIBAL MALDONADO ALVARADO,DIVERSIFICADO,MUNICIPAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,SABATINO,RETALHULEU,INSTITUTO_MUNICIPAL_DE_EDUCACION_MEDIA_Y_BACHILLERATO_POR_MADUREZ | ABIERTA | SABATINO | MONOLINGUE | DOBLE | RETALHULEU,
5723,14-21-0030-46,14-035,QUICHE,PACHALUN,INSTITUTO_MUNICIPAL_DE_EDUCACION_TECNOLOGICA_PACHALUM_IMET,CASERÍO EL AGUACATE ZONA 0,41450108,RAFAEL LOPEZ SOLIZ,JOSUÉ ESTRADA ESTRADA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIOREGULAR,QUICHÉ,INSTITUTO_MUNICIPAL_DE_EDUCACION_TECNOLOGICA_PACHALUM_IMET | ABIERTA | DIARIOREGULAR | MONOLINGUE | DOBLE | QUICHE,
,,,,,,,,,,,,,,,,,,,
2156,02-05-0013-46,02-019,EL_PROGRESO,EL JICARO,INSTITUTO_MUNICIPAL_DE_EL_PASO_DE_LOS_JALAPAS,ALDEA EL PASO DE LOS JALAPAS,44388320,ALBA LETICIA SALVATIERRA PAIZ,KARLA JUDTIH MEJIA VARGAS,DIVERSIFICADO,MUNICIPAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIOREGULAR,EL PROGRESO,INSTITUTO_MUNICIPAL_DE_EL_PASO_DE_LOS_JALAPAS | ABIERTA | DIARIOREGULAR | MONOLINGUE | VESPERTINA | EL_PROGRESO,
5663,14-15-5412-46,14-024,QUICHE,SAN MIGUEL USPANTAN,INSTITUTO_MUNICIPAL_DE_MAGISTERIO_BILINGUE_INTERCULTURAL_USPANTEKO,4A. AVENIDA 3-36 ZONA 2,40210674,HEIDY ENID IVONNE FIGUEROA PEREZ DE NORIEGA,NA,DIVERSIFICADO,MUNICIPAL,URBANA,ABIERTA,BILINGUE,VESPERTINA,DIARIOREGULAR,QUICHÉ,INSTITUTO_MUNICIPAL_DE_MAGISTERIO_BILINGUE_INTERCULTURAL_USPANTEKO | ABIERTA | DIARIOREGULAR | BILINGUE | VESPERTINA | QUICHE,
,,,,,,,,,,,,,,,,,,,
